sample_id,sample_type,organism_species,organism_family,organism_genus,species_organe,species_selected,species_organe_selected
VGF155_G02,sample,Corchorus capsularis,Malvaceae,Corchorus,Corchorus capsularis green stems,Other,Other
VGF155_G03,sample,Cycas siamensis,Cycadaceae,Cycas,Cycas siamensis leaves,Other,Other
VGF155_G04,sample,Dendrolobium lanceolatum,Fabaceae,Dendrolobium,Dendrolobium lanceolatum green stems,Other,Other
VGF155_G05,sample,Dillenia hookeri,Dilleniaceae,Dillenia,Dillenia hookeri multiple,Other,Other
VGF155_G06,sample,Diospyros decandra,Ebenaceae,Diospyros,Diospyros decandra leaves,Other,Other
VGF155_G07,sample,Dracaena cambodiana,Asparagaceae,Dracaena,Dracaena cambodiana multiple,Other,Other
VGF155_G08,sample,Euonymus indicus,Celastraceae,Euonymus,Euonymus indicus leaves,Other,Other
VGF155_G09,sample,Ficus hirta,Moraceae,Ficus,Ficus hirta bark,Other,Other
VGF155_G10,sample,Garcinia lanessanii,Clusiaceae,Garcinia,Garcinia lanessanii leaves,Other,Other
VGF155_G11,sample,Gardenia obtusifolia,Rubiaceae,Gardenia,Gardenia obtusifolia bark,Other,Other
VGF155_H02,sample,Corchorus capsularis,Malvaceae,Corchorus,Corchorus capsularis fruits,Other,Other
VGF155_H03,sample,Cycas siamensis,Cycadaceae,Cycas,Cycas siamensis green stems,Other,Other
VGF155_H04,sample,Dendrolobium ursinum,Fabaceae,Dendrolobium,Dendrolobium ursinum leaves,Other,Other
VGF155_H05,sample,Dillenia obovata,Dilleniaceae,Dillenia,Dillenia obovata leaves,Other,Other
VGF155_H06,sample,Diospyros decandra,Ebenaceae,Diospyros,Diospyros decandra green stems,Other,Other
VGF155_H07,sample,Drosera burmannii,Droseraceae,Drosera,Drosera burmannii multiple,Other,Other
VGF155_H08,sample,Eurycoma longifolia,Simaroubaceae,Eurycoma,Eurycoma longifolia multiple,Other,Other
VGF155_H09,sample,Ficus racemosa,Moraceae,Ficus,Ficus racemosa green stems,Other,Other
VGF155_H10,sample,Garcinia lanessanii,Clusiaceae,Garcinia,Garcinia lanessanii green stems,Other,Other
VGF155_H11,sample,Helicteres hirsuta,Malvaceae,Helicteres,Helicteres hirsuta multiple,Other,Other
VGF156_A02,sample,Hibiscus sabdariffa,Malvaceae,Hibiscus,Hibiscus sabdariffa leaves,Other,Other
VGF156_A03,sample,Hymenocardia punctata,Phyllanthaceae,Hymenocardia,Hymenocardia punctata leaves,Other,Other
VGF156_A04,sample,Limonia acidissima,Rutaceae,Limonia,Limonia acidissima leaves,Other,Other
VGF156_A05,sample,Mangifera duperreana,Anacardiaceae,Mangifera,Mangifera duperreana bark,Other,Other
VGF156_A06,sample,Melochia umbellata,Malvaceae,Melochia,Melochia umbellata green stems,Melochia umbellata,Melochia umbellata green stems
VGF156_A07,sample,Nauclea officinalis,Rubiaceae,Nauclea,Nauclea officinalis bark,Other,Other
VGF156_A08,sample,Afzelia xylocarpa,Fabaceae,Afzelia,Afzelia xylocarpa fruits,Other,Other
VGF156_A09,sample,Portulaca oleracea,Portulacaceae,Portulaca,Portulaca oleracea multiple,Other,Other
VGF156_A10,sample,Sambucus canadensis,Adoxaceae,Sambucus,Sambucus canadensis multiple,Other,Other
VGF156_A11,sample,Solanum americanum,Solanaceae,Solanum,Solanum americanum multiple,Other,Other
VGF156_B02,sample,Hibiscus sabdariffa,Malvaceae,Hibiscus,Hibiscus sabdariffa green stems,Other,Other
VGF156_B03,sample,Knema globularia,Myristicaceae,Knema,Knema globularia green stems,Other,Other
VGF156_B04,sample,Limonia acidissima,Rutaceae,Limonia,Limonia acidissima green stems,Other,Other
VGF156_B05,sample,Manilkara zapota,Sapotaceae,Manilkara,Manilkara zapota green stems,Other,Other
VGF156_B06,sample,Melochia umbellata,Malvaceae,Melochia,Melochia umbellata leaves,Melochia umbellata,Other
VGF156_B07,sample,Ochna integerrima,Ochnaceae,Ochna,Ochna integerrima leaves,Other,Other
VGF156_B08,sample,Afzelia xylocarpa,Fabaceae,Afzelia,Afzelia xylocarpa fruits,Other,Other
VGF156_B09,sample,Prismatomeris tetrandra,Rubiaceae,Prismatomeris,Prismatomeris tetrandra green stems,Other,Other
VGF156_B10,sample,Schefflera littorea,Araliaceae,Schefflera,Schefflera littorea green stems,Other,Other
VGF156_B11,sample,Solanum sakhanii,Solanaceae,Solanum,Solanum sakhanii multiple,Other,Other
VGF156_C02,sample,Talipariti tiliaceum,Malvaceae,Talipariti,Talipariti tiliaceum leaves,Other,Other
VGF156_C03,sample,Knema globularia,Myristicaceae,Knema,Knema globularia leaves,Other,Other
VGF156_C04,sample,Limonia acidissima,Rutaceae,Limonia,Limonia acidissima fruits,Other,Other
VGF156_C05,sample,Manilkara zapota,Sapotaceae,Manilkara,Manilkara zapota leaves,Other,Other
VGF156_C06,sample,Memecylon acuminatum,Melastomataceae,Memecylon,Memecylon acuminatum leaves,Other,Other
VGF156_C07,sample,Ochna integerrima,Ochnaceae,Ochna,Ochna integerrima green stems,Other,Other
VGF156_C08,sample,Parameria laevigata,Apocynaceae,Parameria,Parameria laevigata green stems,Other,Other
VGF156_C09,sample,Prismatomeris tetrandra,Rubiaceae,Prismatomeris,Prismatomeris tetrandra leaves,Other,Other
VGF156_C10,sample,Schefflera littorea,Araliaceae,Schefflera,Schefflera littorea leaves,Other,Other
VGF156_C11,sample,Spirolobium cambodianum,Apocynaceae,Spirolobium,Spirolobium cambodianum multiple,Other,Other
VGF156_D02,sample,Talipariti tiliaceum,Malvaceae,Talipariti,Talipariti tiliaceum green stems,Other,Other
VGF156_D03,sample,Knema globularia,Myristicaceae,Knema,Knema globularia bark,Other,Other
VGF156_D04,sample,Litchi chinensis,Sapindaceae,Litchi,Litchi chinensis flowers,Other,Other
VGF156_D05,sample,Markhamia stipulata,Bignoniaceae,Markhamia,Markhamia stipulata leaves,Other,Other
VGF156_D06,sample,Memecylon acuminatum,Melastomataceae,Memecylon,Memecylon acuminatum green stems,Other,Other
VGF156_D07,sample,Ochna integerrima,Ochnaceae,Ochna,Ochna integerrima flowers,Other,Other
VGF156_D08,sample,Parameria laevigata,Apocynaceae,Parameria,Parameria laevigata leaves,Other,Other
VGF156_D09,sample,Prismatomeris tetrandra,Rubiaceae,Prismatomeris,Prismatomeris tetrandra multiple,Other,Other
VGF156_D10,sample,Schleichera oleosa,Sapindaceae,Schleichera,Schleichera oleosa bark,Other,Other
VGF156_D11,sample,Spondias pinnata,Anacardiaceae,Spondias,Spondias pinnata fruits,Other,Other
VGF156_E02,sample,Holarrhena curtisii,Apocynaceae,Holarrhena,Holarrhena curtisii multiple,Other,Other
VGF156_E03,sample,Leucaena leucocephala,Fabaceae,Leucaena,Leucaena leucocephala fruits,Other,Other
VGF156_E04,sample,Lithocarpus elegans,Fagaceae,Lithocarpus,Lithocarpus elegans green stems,Other,Other
VGF156_E05,sample,Markhamia stipulata,Bignoniaceae,Markhamia,Markhamia stipulata bark,Other,Other
VGF156_E06,sample,Morinda citrifolia,Rubiaceae,Morinda,Morinda citrifolia leaves,Other,Other
VGF156_E07,sample,Olax imbricata,Olacaceae,Olax,Olax imbricata green stems,Other,Other
VGF156_E08,sample,Peliosanthes weberi,Asparagaceae,Peliosanthes,Peliosanthes weberi multiple,Other,Other
VGF156_E09,sample,Pterocarpus macrocarpus,Fabaceae,Pterocarpus,Pterocarpus macrocarpus leaves,Other,Other
VGF156_E10,sample,Sesbania javanica,Fabaceae,Sesbania,Sesbania javanica leaves,Other,Other
VGF156_E11,sample,Stephania venosa,Menispermaceae,Stephania,Stephania venosa multiple,Other,Other
VGF156_F02,sample,Holarrhena pubescens,Apocynaceae,Holarrhena,Holarrhena pubescens bark,Other,Other
VGF156_F03,sample,Licuala spinosa,Arecaceae,Licuala,Licuala spinosa leaves,Other,Other
VGF156_F04,sample,Lithocarpus elegans,Fagaceae,Lithocarpus,Lithocarpus elegans leaves,Other,Other
VGF156_F05,sample,Melastoma saigonense,Melastomataceae,Melastoma,Melastoma saigonense multiple,Other,Other
VGF156_F06,sample,Morinda citrifolia,Rubiaceae,Morinda,Morinda citrifolia green stems,Other,Other
VGF156_F07,sample,Afzelia xylocarpa,Fabaceae,Afzelia,Afzelia xylocarpa leaves,Other,Other
VGF156_F08,sample,Phyllanthus emblica,Phyllanthaceae,Phyllanthus,Phyllanthus emblica fruits,Other,Other
VGF156_F09,sample,Pterocarpus macrocarpus,Fabaceae,Pterocarpus,Pterocarpus macrocarpus green stems,Other,Other
VGF156_F10,sample,Sesbania javanica,Fabaceae,Sesbania,Sesbania javanica green stems,Other,Other
VGF156_F11,sample,Sterculia pexa,Malvaceae,Sterculia,Sterculia pexa fruits,Other,Other
VGF156_G02,sample,Hydnophytum formicarum,Rubiaceae,Hydnophytum,Hydnophytum formicarum multiple,Other,Other
VGF156_G03,sample,Licuala spinosa,Arecaceae,Licuala,Licuala spinosa green stems,Other,Other
VGF156_G04,sample,Ludwigia adscendens,Onagraceae,Ludwigia,Ludwigia adscendens multiple,Other,Other
VGF156_G05,sample,Melastoma saigonense,Melastomataceae,Melastoma,Melastoma saigonense leaves,Other,Other
VGF156_G06,sample,Mussaenda cambodiana,Rubiaceae,Mussaenda,Mussaenda cambodiana green stems,Other,Other
VGF156_G07,sample,Afzelia xylocarpa,Fabaceae,Afzelia,Afzelia xylocarpa bark,Other,Other
VGF156_G08,sample,Pithecellobium dulce,Fabaceae,Pithecellobium,Pithecellobium dulce leaves,Other,Other
VGF156_G09,sample,Rhizophora apiculata,Rhizophoraceae,Rhizophora,Rhizophora apiculata green stems,Other,Other
VGF156_G10,sample,Shorea roxburghii,Dipterocarpaceae,Shorea,Shorea roxburghii bark,Other,Other
VGF156_G11,sample,Streptocaulon juventas,Apocynaceae,Streptocaulon,Streptocaulon juventas multiple,Other,Other
VGF156_H02,sample,Hydnophytum formicarum,Rubiaceae,Hydnophytum,Hydnophytum formicarum green stems,Other,Other
VGF156_H03,sample,Licuala spinosa,Arecaceae,Licuala,Licuala spinosa multiple,Other,Other
VGF156_H04,sample,Mangifera duperreana,Anacardiaceae,Mangifera,Mangifera duperreana leaves,Other,Other
VGF156_H05,sample,Melastoma saigonense,Melastomataceae,Melastoma,Melastoma saigonense green stems,Other,Other
VGF156_H06,sample,Mussaenda cambodiana,Rubiaceae,Mussaenda,Mussaenda cambodiana leaves,Other,Other
VGF156_H07,sample,Afzelia xylocarpa,Fabaceae,Afzelia,Afzelia xylocarpa fruits,Other,Other
VGF156_H08,sample,Pithecellobium dulce,Fabaceae,Pithecellobium,Pithecellobium dulce bark,Other,Other
VGF156_H09,sample,Rhizophora apiculata,Rhizophoraceae,Rhizophora,Rhizophora apiculata leaves,Other,Other
VGF156_H10,sample,Shorea roxburghii,Dipterocarpaceae,Shorea,Shorea roxburghii leaves,Other,Other
VGF156_H11,sample,Streptocaulon juventas,Apocynaceae,Streptocaulon,Streptocaulon juventas multiple,Other,Other
VGF157_A02,sample,Strychnos nux-vomica,Loganiaceae,Strychnos,Strychnos nux-vomica leaves,Other,Other
VGF157_A03,sample,Tetracera indica,Dilleniaceae,Tetracera,Tetracera indica green stems,Other,Other
VGF157_A04,sample,Viburnum sambucinum,Adoxaceae,Viburnum,Viburnum sambucinum green stems,Other,Other
VGF157_A05,sample,Xylia xylocarpa,Fabaceae,Xylia,Xylia xylocarpa leaves,Other,Other
VGF157_A06,sample,Banisteriopsis caapi,Malpighiaceae,Banisteriopsis,Banisteriopsis caapi leaves,Other,Other
VGF157_A07,sample,Bauhinia viridescens,Fabaceae,Bauhinia,Bauhinia viridescens roots,Other,Other
VGF157_A08,sample,Castanopsis purpurella,Fagaceae,Castanopsis,Castanopsis purpurella bark,Other,Other
VGF157_A09,sample,Syzygium formosum,Myrtaceae,Syzygium,Syzygium formosum leaves,Other,Other
VGF157_A10,sample,Jasminum nervosum,Oleaceae,Jasminum,Jasminum nervosum roots,Other,Other
VGF157_A11,sample,Meyna pierrei,Rubiaceae,Meyna,Meyna pierrei leaves,Other,Other
VGF157_B02,sample,Strychnos nux-vomica,Loganiaceae,Strychnos,Strychnos nux-vomica green stems,Other,Other
VGF157_B03,sample,Tetrastigma cruciatum,Vitaceae,Tetrastigma,Tetrastigma cruciatum multiple,Other,Other
VGF157_B04,sample,Viburnum sambucinum,Adoxaceae,Viburnum,Viburnum sambucinum leaves,Other,Other
VGF157_B05,sample,Zanthoxylum rhetsa,Rutaceae,Zanthoxylum,Zanthoxylum rhetsa bark,Other,Other
VGF157_B06,sample,Banisteriopsis caapi,Malpighiaceae,Banisteriopsis,Banisteriopsis caapi green stems,Other,Other
VGF157_B07,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps leaves,Other,Other
VGF157_B08,sample,Castanopsis purpurella,Fagaceae,Castanopsis,Castanopsis purpurella roots,Other,Other
VGF157_B09,sample,Syzygium formosum,Myrtaceae,Syzygium,Syzygium formosum woody stems,Other,Other
VGF157_B10,sample,Litsea monopetala,Lauraceae,Litsea,Litsea monopetala leaves,Other,Other
VGF157_B11,sample,Meyna pierrei,Rubiaceae,Meyna,Meyna pierrei woody stems,Other,Other
VGF157_C02,sample,Strychnos umbellata,Loganiaceae,Strychnos,Strychnos umbellata multiple,Other,Other
VGF157_C03,sample,Thyrsanthera suborbicularis,Euphorbiaceae,Thyrsanthera,Thyrsanthera suborbicularis multiple,Other,Other
VGF157_C04,sample,Vitex pinnata,Lamiaceae,Vitex,Vitex pinnata leaves,Other,Other
VGF157_C05,sample,Ziziphus mauritiana,Rhamnaceae,Ziziphus,Ziziphus mauritiana green stems,Other,Other
VGF157_C06,sample,Ceratozamia lemanis,Zamiaceae,Ceratozamia,Ceratozamia lemanis leaves,Other,Other
VGF157_C07,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps bark,Other,Other
VGF157_C08,sample,Clausena wallichii,Rutaceae,Clausena,Clausena wallichii leaves,Other,Other
VGF157_C09,sample,Syzygium formosum,Myrtaceae,Syzygium,Syzygium formosum roots,Other,Other
VGF157_C10,sample,Litsea monopetala,Lauraceae,Litsea,Litsea monopetala bark,Other,Other
VGF157_C11,sample,Meyna pierrei,Rubiaceae,Meyna,Meyna pierrei roots,Other,Other
VGF157_D02,sample,Tabernaemontana bovina,Apocynaceae,Tabernaemontana,Tabernaemontana bovina leaves,Other,Other
VGF157_D03,sample,Thyrsanthera suborbicularis,Euphorbiaceae,Thyrsanthera,Thyrsanthera suborbicularis multiple,Other,Other
VGF157_D04,sample,Vitex pinnata,Lamiaceae,Vitex,Vitex pinnata green stems,Other,Other
VGF157_D05,sample,Ziziphus mauritiana,Rhamnaceae,Ziziphus,Ziziphus mauritiana fruits,Other,Other
VGF157_D06,sample,Aporosa villosa,Phyllanthaceae,Aporosa,Aporosa villosa leaves,Other,Other
VGF157_D07,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps roots,Other,Other
VGF157_D08,sample,Clausena wallichii,Rutaceae,Clausena,Clausena wallichii woody stems,Other,Other
VGF157_D09,sample,Helicteres angustifolia,Malvaceae,Helicteres,Helicteres angustifolia leaves,Other,Other
VGF157_D10,sample,Litsea monopetala,Lauraceae,Litsea,Litsea monopetala roots,Other,Other
VGF157_D11,sample,Pandanus corniferus,Pandanaceae,Pandanus,Pandanus corniferus leaves,Other,Other
VGF157_E02,sample,Tabernaemontana bovina,Apocynaceae,Tabernaemontana,Tabernaemontana bovina green stems,Other,Other
VGF157_E03,sample,Toxocarpus bonii,Apocynaceae,Toxocarpus,Toxocarpus bonii multiple,Other,Other
VGF157_E04,sample,Wollastonia biflora,Asteraceae,Wollastonia,Wollastonia biflora multiple,Other,Other
VGF157_E05,sample,Ziziphus cambodianus,Rhamnaceae,Ziziphus,Ziziphus cambodianus fruits,Other,Other
VGF157_E06,sample,Aporosa villosa,Phyllanthaceae,Aporosa,Aporosa villosa woody stems,Other,Other
VGF157_E07,sample,Capparis micracantha,Capparaceae,Capparis,Capparis micracantha leaves,Other,Other
VGF157_E08,sample,Clausena wallichii,Rutaceae,Clausena,Clausena wallichii roots,Other,Other
VGF157_E09,sample,Helicteres angustifolia,Malvaceae,Helicteres,Helicteres angustifolia woody stems,Other,Other
VGF157_E10,sample,Lygodium falcatum,Lygodiaceae,Lygodium,Lygodium falcatum multiple,Other,Other
VGF157_E11,sample,Pandanus corniferus,Pandanaceae,Pandanus,Pandanus corniferus woody stems,Other,Other
VGF157_F02,sample,Tephrosia vestita,Fabaceae,Tephrosia,Tephrosia vestita multiple,Other,Other
VGF157_F03,sample,Tradescantia zebrina,Commelinaceae,Tradescantia,Tradescantia zebrina multiple,Other,Other
VGF157_F04,sample,Wedelia procumbens,Asteraceae,Wedelia,Wedelia procumbens multiple,Other,Other
VGF157_F05,sample,Dioon edule,Zamiaceae,Dioon,Dioon edule leaves,Other,Other
VGF157_F06,sample,Aporosa villosa,Phyllanthaceae,Aporosa,Aporosa villosa roots,Other,Other
VGF157_F07,sample,Capparis micracantha,Capparaceae,Capparis,Capparis micracantha woody stems,Other,Other
VGF157_F08,sample,Embelia tsjeriam-cottam,Primulaceae,Embelia,Embelia tsjeriam-cottam leaves,Other,Other
VGF157_F09,sample,Talipariti tiliaceum,Malvaceae,Talipariti,Talipariti tiliaceum roots,Other,Other
VGF157_F10,sample,Mallotus paniculatus,Euphorbiaceae,Mallotus,Mallotus paniculatus leaves,Other,Other
VGF157_F11,sample,Pandanus corniferus,Pandanaceae,Pandanus,Pandanus corniferus roots,Other,Other
VGF157_G02,sample,Terminalia calamansanay,Combretaceae,Terminalia,Terminalia calamansanay bark,Other,Other
VGF157_G03,sample,Uraria crinita,Fabaceae,Uraria,Uraria crinita leaves,Other,Other
VGF157_G04,sample,Willughbeia edulis,Apocynaceae,Willughbeia,Willughbeia edulis green stems,Other,Other
VGF157_G05,sample,Ceratozamia miqueliana,Zamiaceae,Ceratozamia,Ceratozamia miqueliana leaves,Other,Other
VGF157_G06,sample,Bauhinia viridescens,Fabaceae,Bauhinia,Bauhinia viridescens leaves,Other,Other
VGF157_G07,sample,Capparis micracantha,Capparaceae,Capparis,Capparis micracantha roots,Other,Other
VGF157_G08,sample,Embelia tsjeriam-cottam,Primulaceae,Embelia,Embelia tsjeriam-cottam woody stems,Other,Other
VGF157_G09,sample,Jasminum nervosum,Oleaceae,Jasminum,Jasminum nervosum leaves,Other,Other
VGF157_G10,sample,Mallotus paniculatus,Euphorbiaceae,Mallotus,Mallotus paniculatus woody stems,Other,Other
VGF157_G11,sample,Pinus merkusii,Pinaceae,Pinus,Pinus merkusii leaves,Other,Other
VGF157_H02,sample,Terminalia calamansanay,Combretaceae,Terminalia,Terminalia calamansanay leaves,Other,Other
VGF157_H03,sample,Uraria crinita,Fabaceae,Uraria,Uraria crinita green stems,Other,Other
VGF157_H04,sample,Wrightia arborea,Apocynaceae,Wrightia,Wrightia arborea bark,Other,Other
VGF157_H05,sample,Bursera fagaroides,Burseraceae,Bursera,Bursera fagaroides multiple,Other,Other
VGF157_H06,sample,Bauhinia viridescens,Fabaceae,Bauhinia,Bauhinia viridescens woody stems,Other,Other
VGF157_H07,sample,Castanopsis purpurella,Fagaceae,Castanopsis,Castanopsis purpurella leaves,Other,Other
VGF157_H08,sample,Embelia tsjeriam-cottam,Primulaceae,Embelia,Embelia tsjeriam-cottam roots,Other,Other
VGF157_H09,sample,Jasminum nervosum,Oleaceae,Jasminum,Jasminum nervosum woody stems,Other,Other
VGF157_H10,sample,Mallotus paniculatus,Euphorbiaceae,Mallotus,Mallotus paniculatus roots,Other,Other
VGF157_H11,sample,Pinus merkusii,Pinaceae,Pinus,Pinus merkusii woody stems,Other,Other
VGF158_A02,sample,Pinus merkusii,Pinaceae,Pinus,Pinus merkusii roots,Other,Other
VGF158_A03,sample,Sphagneticola calendulacea,Asteraceae,Sphagneticola,Sphagneticola calendulacea woody stems,Other,Other
VGF158_A04,sample,Phoenix canariensis,Arecaceae,Phoenix,Phoenix canariensis leaves,Other,Other
VGF158_A05,sample,Quassia amara,Simaroubaceae,Quassia,Quassia amara wood,Other,Other
VGF158_A06,sample,Artemisia dracunculus,Asteraceae,Artemisia,Artemisia dracunculus multiple,Other,Other
VGF158_A07,sample,Indigofera atriceps,Fabaceae,Indigofera,Indigofera atriceps multiple,Other,Other
VGF158_A08,sample,Abies alba,Pinaceae,Abies,Abies alba buds,Other,Other
VGF158_A09,sample,Fernandoa acutangula,Bignoniaceae,Fernandoa,Fernandoa acutangula leaves,Other,Other
VGF158_A10,sample,Quassia africana,Simaroubaceae,Quassia,Quassia africana green stems,Other,Other
VGF158_A11,sample,Ardisia ionantha,Primulaceae,Ardisia,Ardisia ionantha woody stems,Other,Other
VGF158_B02,sample,Rothmannia attopevensis,Rubiaceae,Rothmannia,Rothmannia attopevensis leaves,Other,Other
VGF158_B03,sample,Sphagneticola calendulacea,Asteraceae,Sphagneticola,Sphagneticola calendulacea roots,Other,Other
VGF158_B04,sample,Bismarckia nobilis,Arecaceae,Bismarckia,Bismarckia nobilis leaves,Other,Other
VGF158_B05,sample,Cinchona calisaya,Rubiaceae,Cinchona,Cinchona calisaya bark,Other,Other
VGF158_B06,sample,Atropa belladonna,Solanaceae,Atropa,Atropa belladonna multiple,Other,Other
VGF158_B07,sample,Casearia pitumba,Salicaceae,Casearia,Casearia pitumba seeds,Other,Other
VGF158_B08,sample,Fagus sylvatica,Fagaceae,Fagus,Fagus sylvatica buds,Other,Other
VGF158_B09,sample,Hodgsonia macrocarpa,Cucurbitaceae,Hodgsonia,Hodgsonia macrocarpa leaves,Other,Other
VGF158_B10,sample,Podanthus ovatifolius,Asteraceae,Podanthus,Podanthus ovatifolius leaves,Other,Other
VGF158_B11,sample,Ardisia ionantha,Primulaceae,Ardisia,Ardisia ionantha roots,Other,Other
VGF158_C02,sample,Rothmannia attopevensis,Rubiaceae,Rothmannia,Rothmannia attopevensis woody stems,Other,Other
VGF158_C03,sample,Ziziphus rugosa,Rhamnaceae,Ziziphus,Ziziphus rugosa leaves,Other,Other
VGF158_C04,sample,Garcinia pauciflora,Clusiaceae,Garcinia,Garcinia pauciflora leaves,Other,Other
VGF158_C05,sample,Bidens pilosa,Asteraceae,Bidens,Bidens pilosa multiple,Other,Other
VGF158_C06,sample,Thymus vulgaris,Lamiaceae,Thymus,Thymus vulgaris multiple,Other,Other
VGF158_C07,sample,Musa sp.,Musaceae,Musa,Musa sp. fruits,Other,Other
VGF158_C08,sample,Moringa oleifera,Moringaceae,Moringa,Moringa oleifera seeds,Other,Other
VGF158_C09,sample,Hodgsonia macrocarpa,Cucurbitaceae,Hodgsonia,Hodgsonia macrocarpa green stems,Other,Other
VGF158_C10,sample,Eriophyllum confertiflorum,Asteraceae,Eriophyllum,Eriophyllum confertiflorum leaves,Other,Other
VGF158_C11,sample,Baccaurea ramiflora,Phyllanthaceae,Baccaurea,Baccaurea ramiflora leaves,Other,Other
VGF158_D02,sample,Rothmannia attopevensis,Rubiaceae,Rothmannia,Rothmannia attopevensis roots,Other,Other
VGF158_D03,sample,Ziziphus rugosa,Rhamnaceae,Ziziphus,Ziziphus rugosa woody stems,Other,Other
VGF158_D04,sample,Garcinia pauciflora,Clusiaceae,Garcinia,Garcinia pauciflora bark,Other,Other
VGF158_D05,sample,Amomum verum,Zingiberaceae,Amomum,Amomum verum fruits,Other,Other
VGF158_D06,sample,Origanum vulgare,Lamiaceae,Origanum,Origanum vulgare multiple,Other,Other
VGF158_D07,sample,Chrysanthemum morifolium,Asteraceae,Chrysanthemum,Chrysanthemum morifolium flowers,Other,Other
VGF158_D08,sample,Calophyllum inophyllum,Calophyllaceae,Calophyllum,Calophyllum inophyllum leaves,Other,Other
VGF158_D09,sample,Hodgsonia macrocarpa,Cucurbitaceae,Hodgsonia,Hodgsonia macrocarpa roots,Other,Other
VGF158_D10,sample,Eriophyllum lanatum,Asteraceae,Eriophyllum,Eriophyllum lanatum leaves,Other,Other
VGF158_D11,sample,Baccaurea ramiflora,Phyllanthaceae,Baccaurea,Baccaurea ramiflora woody stems,Other,Other
VGF158_E02,sample,Sterculia lanceolata,Malvaceae,Sterculia,Sterculia lanceolata leaves,Other,Other
VGF158_E03,sample,Ziziphus rugosa,Rhamnaceae,Ziziphus,Ziziphus rugosa roots,Other,Other
VGF158_E04,sample,Garcinia verrucosa,Clusiaceae,Garcinia,Garcinia verrucosa woody stems,Other,Other
VGF158_E05,sample,Lonicera tatarica,Caprifoliaceae,Lonicera,Lonicera tatarica green stems,Other,Other
VGF158_E06,sample,Cyperus esculentus,Cyperaceae,Cyperus,Cyperus esculentus multiple,Other,Other
VGF158_E07,sample,Eucalyptus camaldulensis,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis leaves,Other,Other
VGF158_E08,sample,Artocarpus heterophyllus,Moraceae,Artocarpus,Artocarpus heterophyllus leaves,Other,Other
VGF158_E09,sample,Melaleuca leucadendra,Myrtaceae,Melaleuca,Melaleuca leucadendra green stems,Other,Other
VGF158_E10,sample,Antidesma acidum,Phyllanthaceae,Antidesma,Antidesma acidum leaves,Other,Other
VGF158_E11,sample,Baccaurea ramiflora,Phyllanthaceae,Baccaurea,Baccaurea ramiflora roots,Other,Other
VGF158_F02,sample,Sterculia lanceolata,Malvaceae,Sterculia,Sterculia lanceolata woody stems,Other,Other
VGF158_F03,sample,Paeonia lactiflora,Paeoniaceae,Paeonia,Paeonia lactiflora flowers,Other,Other
VGF158_F04,sample,Garcinia chapelieri,Clusiaceae,Garcinia,Garcinia chapelieri leaves,Other,Other
VGF158_F05,sample,Tropaeolum majus,Tropaeolaceae,Tropaeolum,Tropaeolum majus flowers,Other,Other
VGF158_F06,sample,Uncaria guianensis,Rubiaceae,Uncaria,Uncaria guianensis green stems,Other,Other
VGF158_F07,sample,Eucalyptus camaldulensis,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis green stems,Other,Other
VGF158_F08,sample,Artocarpus altilis,Moraceae,Artocarpus,Artocarpus altilis leaves,Other,Other
VGF158_F09,sample,Hopea ferrea,Dipterocarpaceae,Hopea,Hopea ferrea leaves,Other,Other
VGF158_F10,sample,Antidesma acidum,Phyllanthaceae,Antidesma,Antidesma acidum woody stems,Other,Other
VGF158_F11,sample,Connarus cochinchinensis,Connaraceae,Connarus,Connarus cochinchinensis leaves,Other,Other
VGF158_G02,sample,Sterculia lanceolata,Malvaceae,Sterculia,Sterculia lanceolata roots,Other,Other
VGF158_G03,sample,Simmondsia chinensis,Simmondsiaceae,Simmondsia,Simmondsia chinensis seeds,Other,Other
VGF158_G04,sample,Garcinia chapelieri,Clusiaceae,Garcinia,Garcinia chapelieri woody stems,Other,Other
VGF158_G05,sample,Ribes nigrum,Grossulariaceae,Ribes,Ribes nigrum fruits,Other,Other
VGF158_G06,sample,Huperzia serrata,Lycopodiaceae,Huperzia,Huperzia serrata leaves,Other,Other
VGF158_G07,sample,Eucalyptus robusta,Myrtaceae,Eucalyptus,Eucalyptus robusta leaves,Other,Other
VGF158_G08,sample,Moringa drouhardii,Moringaceae,Moringa,Moringa drouhardii seeds,Other,Other
VGF158_G09,sample,Quassia africana,Simaroubaceae,Quassia,Quassia africana leaves,Other,Other
VGF158_G10,sample,Antidesma acidum,Phyllanthaceae,Antidesma,Antidesma acidum roots,Other,Other
VGF158_G11,sample,Connarus cochinchinensis,Connaraceae,Connarus,Connarus cochinchinensis woody stems,Other,Other
VGF158_H02,sample,Sphagneticola calendulacea,Asteraceae,Sphagneticola,Sphagneticola calendulacea leaves,Other,Other
VGF158_H03,sample,Phyllostachys sp.,Poaceae,Phyllostachys,Phyllostachys sp. multiple,Other,Other
VGF158_H04,sample,Garcinia chapelieri,Clusiaceae,Garcinia,Garcinia chapelieri bark,Other,Other
